Match_ID,Match_Date,Match,Winner,Loser,WinLoss,Championship_Match,Promotion,Match_Type,Stipulation,Event,Event_Name,Event_Type
1092,2009-11-11,John Cena vs Chris Jericho,John Cena,Chris Jericho,Win,WWE Championship,WWE,Singles,No Stipulation,WWE DX Invasion Tour - Tag 7,WWE House Show,Non-Televised
1091,2009-11-10,"D-Generation X (Shawn Michaels & Triple H) & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",D-Generation X (Shawn Michaels & Triple H) & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE DX Invasion Tour - Tag 6,WWE House Show,Non-Televised
1090,2009-11-08,"D-Generation X (Shawn Michaels & Triple H) & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",D-Generation X (Shawn Michaels & Triple H) & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE DX Invasion Tour - Tag 5,WWE House Show,Non-Televised
1089,2009-11-07,"D-Generation X (Shawn Michaels & Triple H) & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",D-Generation X (Shawn Michaels & Triple H) & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE DX Invasion Tour - Tag 4,WWE House Show,Non-Televised
1088,2009-11-06,"D-Generation X (Shawn Michaels & Triple H) & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",D-Generation X (Shawn Michaels & Triple H) & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE DX Invasion Tour - Tag 3,WWE House Show,Non-Televised
1087,2009-11-05,"D-Generation X (Shawn Michaels & Triple H) & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",D-Generation X (Shawn Michaels & Triple H) & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE DX Invasion Tour - Tag 2,WWE House Show,Non-Televised
1086,2009-11-04,John Cena vs Jack Swagger,John Cena,Jack Swagger,Win,WWE Championship,WWE,Singles,No Stipulation,WWE DX Invasion Tour - Tag 1,WWE House Show,Non-Televised
1085,2009-11-02,Chris Jericho vs John Cena and The Big Show,Chris Jericho,John Cena and The Big Show,Loss,Exhibition,WWE,Triple Threat,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1084,2009-10-25,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,Iron Man,WWE Bragging Rights 2009,WWE Bragging Rights ,PPV/PLE
1083,2009-10-24,"John Cena, Mark Henry & Montel Vontavious Porter vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)","John Cena, Mark Henry & Montel Vontavious Porter","Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE House Show,WWE House Show,Non-Televised
1082,2009-10-19,Triple H vs John Cena,Triple H,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1081,2009-10-18,"John Cena & Triple H vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",John Cena & Triple H,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1080,2009-10-18,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1079,2009-10-17,"John Cena & Triple H vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",John Cena & Triple H,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1078,2009-10-17,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1077,2009-10-16,"John Cena & Triple H vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",John Cena & Triple H,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1076,2009-10-12,Legacy (Cody Rhodes & Ted DiBiase) vs John Cena & Randy Orton,Legacy (Cody Rhodes & Ted DiBiase),No Contest,Loss,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1075,2009-10-12,Cody Rhodes vs John Cena and Ted DiBiase,Cody Rhodes,John Cena and Ted DiBiase,Loss,Exhibition,WWE,Triple Threat,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1074,2009-10-11,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1073,2009-10-10,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1072,2009-10-04,Randy Orton vs John Cena,Randy Orton,John Cena,Loss,WWE Championship,WWE,Singles,Hell In A Cell,WWE Hell In A Cell 2009,WWE Hell In A Cell ,PPV/PLE
1071,2009-09-29,"D-Generation X (Shawn Michaels & Triple H), John Cena & The Undertaker vs CM Punk & Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)","D-Generation X (Shawn Michaels & Triple H), John Cena & The Undertaker","CM Punk & Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,4 vs 4 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Televised
1070,2009-09-28,"John Cena vs. Chris Jericho, Randy Orton & The Big Show",No Contest,No Contest,No Contest,Exhibition,WWE,1 vs 3 Handicap Match,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1069,2009-09-26,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1068,2009-09-25,"D-Generation X (Shawn Michaels & Triple H) & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",D-Generation X (Shawn Michaels & Triple H) & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1067,2009-09-24,John Cena & Triple H vs Cody Rhodes & Randy Orton,John Cena & Triple H,Cody Rhodes & Randy Orton,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1066,2009-09-24,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1065,2009-09-23,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1064,2009-09-21,"Chris Jericho, Randy Orton & The Big Show vs John Cena, Mark Henry & Montel Vontavious Porter","Chris Jericho, Randy Orton & The Big Show","John Cena, Mark Henry & Montel Vontavious Porter",Loss,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1063,2009-09-19,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1062,2009-09-19,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1061,2009-09-18,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1060,2009-09-13,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,I Quit,WWE Breaking Point,WWE Breaking Point,PPV/PLE
1059,2009-09-12,John Cena & Triple H vs Randy Orton & The Big Show,John Cena & Triple H,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE House Show,WWE House Show,Non-Televised
1058,2009-09-07,John Cena vs Cody Rhodes,John Cena,Cody Rhodes,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1057,2009-09-06,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1056,2009-09-05,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1055,2009-09-04,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1054,2009-08-31,"D-Generation X (Shawn Michaels & Triple H) & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",D-Generation X (Shawn Michaels & Triple H) & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
1053,2009-08-30,John Cena & Triple H vs Cody Rhodes & Ted DiBiase,John Cena & Triple H,Cody Rhodes & Ted DiBiase,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1052,2009-08-29,John Cena & Triple H vs Cody Rhodes & Ted DiBiase,John Cena & Triple H,Cody Rhodes & Ted DiBiase,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1051,2009-08-28,John Cena & Triple H vs Cody Rhodes & Ted DiBiase,John Cena & Triple H,Cody Rhodes & Ted DiBiase,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1050,2009-08-25,"D-Generation X (Shawn Michaels & Triple H) & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",D-Generation X (Shawn Michaels & Triple H) & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
1049,2009-08-23,Randy Orton vs John Cena,Randy Orton,John Cena,Loss,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE SummerSlam 2009,WWE SummerSlam ,PPV/PLE
1048,2009-08-17,John Cena & Randy Orton vs Chris Jericho & The Big Show,John Cena & Randy Orton,Chris Jericho & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,Lumberjack,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1047,2009-08-16,"John Cena, Mark Henry & Triple H vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)","John Cena, Mark Henry & Triple H","Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1046,2009-08-10,John Cena vs Chris Jericho,John Cena,Chris Jericho,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1045,2009-08-03,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,Lumberjack,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1044,2009-08-02,"John Cena & Mark Henry vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",John Cena & Mark Henry,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1043,2009-08-01,"John Cena & Mark Henry vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",John Cena & Mark Henry,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1042,2009-07-31,"John Cena & Mark Henry vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",John Cena & Mark Henry,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1041,2009-07-27,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,Beat The Clock,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1040,2009-07-27,John Cena & Triple H vs Randy Orton & The Big Show,John Cena & Triple H,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
1039,2009-07-26,Randy Orton vs John Cena and Triple H,Randy Orton,John Cena and Triple H,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Night Of Champions 2009,WWE Night Of Champions ,PPV/PLE
1038,2009-07-25,John Cena vs The Big Show,John Cena,The Big Show,Win,Exhibition,WWE,Singles,No Disqualification,WWE House Show,WWE House Show,Non-Televised
1037,2009-07-24,John Cena vs The Big Show,John Cena,The Big Show,Win,Exhibition,WWE,Singles,No Disqualification,WWE House Show,WWE House Show,Non-Televised
1036,2009-07-20,"John Cena & Triple H vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",John Cena & Triple H,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1035,2009-07-19,"John Cena, Mark Henry & Triple H vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)","John Cena, Mark Henry & Triple H","Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1034,2009-07-18,"John Cena, Mark Henry & Triple H vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)","John Cena, Mark Henry & Triple H","Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1033,2009-07-17,"John Cena, Mark Henry & Triple H vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)","John Cena, Mark Henry & Triple H","Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1032,2009-07-13,"John Cena, Seth Green & Triple H vs. Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",No Contest,No Contest,No Contest,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1031,2009-07-05,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1030,2009-07-05,John Cena vs Carlito and Chavo Guerrero and Cody Rhodes and Goldust and Jamie Noble and Kofi Kingston and Montel Vontavious Porter and Primo and Santino Marella and Sheamus and Ted DiBiase and The Big Show and The Miz and Triple H and William Regal,John Cena,Carlito and Chavo Guerrero and Cody Rhodes and Goldust and Jamie Noble and Kofi Kingston and Montel Vontavious Porter and Primo and Santino Marella and Sheamus and Ted DiBiase and The Big Show and The Miz and Triple H and William Regal,Win,Contendership,WWE,Battle Royal,Battle Royal,WWE RAW House Show,WWE House Show,Non-Televised
1029,2009-07-04,John Cena & Triple H vs Randy Orton & The Big Show,John Cena & Triple H,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1028,2009-07-03,John Cena & Triple H vs Randy Orton & The Big Show,John Cena & Triple H,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1027,2009-06-29,John Cena vs The Miz,John Cena,The Miz,Win,Contendership,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1026,2009-06-29,John Cena vs. Triple H,No Contest,No Contest,No Contest,Contendership,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1025,2009-06-28,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE The Bash,WWE The Bash,PPV/PLE
1024,2009-06-27,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown/ECW House Show,WWE House Show,Non-Televised
1023,2009-06-22,The Big Show vs John Cena,The Big Show,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1022,2009-06-21,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1021,2009-06-20,John Cena & Triple H vs Randy Orton & The Big Show,John Cena & Triple H,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1020,2009-06-19,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1019,2009-06-15,Triple H vs Cody Rhodes and John Cena and Kofi Kingston and Matt Hardy and Montel Vontavious Porter and Ted DiBiase and The Big Show and The Miz and William Regal,Triple H,Cody Rhodes and John Cena and Kofi Kingston and Matt Hardy and Montel Vontavious Porter and Ted DiBiase and The Big Show and The Miz and William Regal,Loss,Contendership,WWE,Battle Royal,Battle Royal,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1018,2009-06-15,Randy Orton vs John Cena and The Big Show and Triple H,Randy Orton,John Cena and The Big Show and Triple H,Loss,WWE Championship,WWE,Fatal 4-Way,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1017,2009-06-13,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1016,2009-06-12,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1015,2009-06-11,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1014,2009-06-10,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1013,2009-06-07,John Cena vs The Big Show,John Cena,The Big Show,Win,Exhibition,WWE,Singles,Submission,WWE Extreme Rules 2009,WWE Extreme Rules ,PPV/PLE
1012,2009-06-06,"CM Punk, Jeff Hardy & John Cena vs Chris Jericho, Edge & Randy Orton","CM Punk, Jeff Hardy & John Cena","Chris Jericho, Edge & Randy Orton",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE House Show,WWE House Show,Non-Televised
1011,2009-06-01,Chavo Guerrero & John Cena vs The Big Show & The Miz,Chavo Guerrero & John Cena,The Big Show & The Miz,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1010,2009-05-28,Batista & John Cena vs Randy Orton & The Big Show,Batista & John Cena,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1009,2009-05-27,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1008,2009-05-26,John Cena vs Ted DiBiase,John Cena,Ted DiBiase,Win,Exhibition,WWE,Singles,No Stipulation,WWE Superstars ,WWE Superstars ,Televised
1007,2009-05-26,John Cena vs The Big Show,John Cena,The Big Show,Win,Exhibition,WWE,Singles,Steel Cage,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
1006,2009-05-25,"The Los Angeles Lakers (Batista, Jerry Lawler, John Cena, Montel Vontavious Porter & Mr. Kennedy) vs The Denver Nuggets (Cody Rhodes, Randy Orton, Ted DiBiase, The Big Show & The Miz)","The Los Angeles Lakers (Batista, Jerry Lawler, John Cena, Montel Vontavious Porter & Mr. Kennedy)","The Denver Nuggets (Cody Rhodes, Randy Orton, Ted DiBiase, The Big Show & The Miz)",Win,Exhibition,WWE,5 vs 5 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1005,2009-05-25,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
1004,2009-05-23,Batista & John Cena vs Randy Orton & The Big Show,Batista & John Cena,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1003,2009-05-22,Batista & John Cena vs Randy Orton & The Big Show,Batista & John Cena,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
1002,2009-05-18,"Batista & John Cena vs Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Batista & John Cena,"Legacy (Cody Rhodes, Randy Orton & Ted DiBiase)",Win,Exhibition,WWE,2 vs 3 Handicap Match,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
1001,2009-05-17,John Cena vs The Big Show,John Cena,The Big Show,Win,Exhibition,WWE,Singles,No Stipulation,WWE Judgment Day 2009,WWE Judgment Day ,PPV/PLE
1000,2009-05-16,"Batista, Jeff Hardy & John Cena vs Edge, Randy Orton & The Big Show","Batista, Jeff Hardy & John Cena","Edge, Randy Orton & The Big Show",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE House Show,WWE House Show,Non-Televised
999,2009-05-10,Batista & John Cena vs Randy Orton & The Big Show,Batista & John Cena,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
998,2009-05-09,Batista & John Cena vs Randy Orton & The Big Show,Batista & John Cena,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
997,2009-05-08,Batista & John Cena vs Randy Orton & The Big Show,Batista & John Cena,Randy Orton & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
996,2009-04-28,"Batista, John Cena & Rey Mysterio vs Chris Jericho, Edge & Randy Orton","Batista, John Cena & Rey Mysterio","Chris Jericho, Edge & Randy Orton",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
995,2009-04-26,Edge vs John Cena,Edge,John Cena,Loss,WWE World Heavyweight Championship,WWE,Singles,Last Man Standing,WWE Backlash 2009,WWE Backlash ,PPV/PLE
994,2009-04-24,John Cena & Rey Mysterio vs Edge & The Big Show,John Cena & Rey Mysterio,Edge & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 10 (SmackDown),WWE House Show,Non-Televised
993,2009-04-23,John Cena vs Edge,John Cena,Edge,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 9 (SmackDown),WWE House Show,Non-Televised
992,2009-04-22,John Cena & Rey Mysterio vs Edge & The Big Show,John Cena & Rey Mysterio,Edge & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 8 (SmackDown),WWE House Show,Non-Televised
991,2009-04-21,John Cena vs Chris Jericho,John Cena,Chris Jericho,Win,Exhibition,WWE,Singles,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 7,WWE House Show,Non-Televised
990,2009-04-20,Chris Jericho vs. John Cena,No Contest,No Contest,No Contest,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
989,2009-04-20,John Cena vs Edge,John Cena,Edge,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
988,2009-04-19,John Cena & Rey Mysterio vs Edge & The Big Show,John Cena & Rey Mysterio,Edge & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 5 (SmackDown),WWE House Show,Non-Televised
987,2009-04-18,John Cena vs Edge,John Cena,Edge,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 4 (SmackDown),WWE House Show,Non-Televised
986,2009-04-17,John Cena & Rey Mysterio vs Edge & The Big Show,John Cena & Rey Mysterio,Edge & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 3 (SmackDown),WWE House Show,Non-Televised
985,2009-04-16,John Cena & Rey Mysterio vs Edge & The Big Show,John Cena & Rey Mysterio,Edge & The Big Show,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 2 (SmackDown),WWE House Show,Non-Televised
984,2009-04-15,John Cena vs Edge,John Cena,Edge,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE WrestleMania Revenge Tour 2009 - Tag 1,WWE House Show,Non-Televised
983,2009-04-13,John Cena vs Jack Swagger,John Cena,Jack Swagger,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
982,2009-04-07,John Cena vs Edge,John Cena,Edge,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
981,2009-04-06,"CM Punk, Jeff Hardy, John Cena, Rey Mysterio & Ricky Steamboat vs Chris Jericho, Edge, Kane, Matt Hardy & The Big Show","CM Punk, Jeff Hardy, John Cena, Rey Mysterio & Ricky Steamboat","Chris Jericho, Edge, Kane, Matt Hardy & The Big Show",Win,Exhibition,WWE,5 vs 5 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
980,2009-04-05,John Cena vs Edge and The Big Show,John Cena,Edge  and The Big Show,Win,WWE World Heavyweight Championship,WWE,Triple Threat,No Stipulation,"WWE WrestleMania 25 - ""The 25th Anniversary Of WrestleMania""",WWE WrestleMania,PPV/PLE
979,2009-03-30,The Big Show vs John Cena,The Big Show,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
978,2009-03-22,John Cena vs Edge,John Cena,Edge,Win,WWE World Heavyweight Championship,WWE,Singles,No Stipulation,WWE RAW/ECW House Show,WWE House Show,Non-Televised
